USGS Water name,Common water Name,Section number 2,County,Survey date,Survey Record,Upstream Survey Latitude,Dowstream Survey Latitude,Upstream Survey Longitude,Downstream Survey Longitude,Section length (ft),Average wetted width (ft),Average water depth (ft),Air temperature (F),Water temperature (C),Flatwater %,Pool %,Riffle %,Water clarity (ft),Survey direction,Weather,Family,Order,Genus,Species,Sub-species,Strain,Fish name,Estimated density (fish/mi),Survey notes,Water Latitude,Water Longitude
Kern River,Little Kern River,LIT-912,Tulare,8/6/2012,2698,36.29436,36.29419,118.52058,118.52052,80.5,13.7,0.5,73.4,19,0,100,0,8,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,whitei,Little Kern,"trout, golden, Little Kern",656,,,
Kern River,Little Kern River,LIT-1112,Tulare,8/5/2012,2699,36.30243,36.30225,118.51866,118.51879,83.9,41,0.3,71.6,14,100,0,0,4,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,whitei,Little Kern,"trout, golden, Little Kern",1007,,,
Kern River,Little Kern River,LIT-1212,Tulare,8/5/2012,2699,36.30681,36.30672,118.52084,118.52084,37.2,21.8,1,71.6,14,100,0,0,5,Upstream,cloudy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,whitei,Little Kern,"trout, golden, Little Kern",3123,,,
Hat Creek,Hat Creek,HAT-112,Shasta,7/26/2012,2700,40.96002,40.96034,121.54680,121.54610,254.7,42.4,1.1,89.6,16,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",663,,40.96905,-121.55508
Hat Creek,Hat Creek,HAT-112,Shasta,7/26/2012,2700,40.96002,40.96034,121.54680,121.54610,254.7,42.4,1.1,89.6,16,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,41,,40.96905,-121.55508
Hat Creek,Hat Creek,HAT-112,Shasta,7/26/2012,2700,40.96002,40.96034,121.54680,121.54610,254.7,42.4,1.1,89.6,16,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",124,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/23/2012,2701,40.9629,40.97655,-121.54715,-121.55455,7920,139.2,3,,,100,0,0,4,Downstream,cloudy,,,all,,,,Not Listed/Provided/Applicable,51,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/23/2012,2701,40.9629,40.97655,-121.54715,-121.55455,7920,139.2,3,,,100,0,0,4,Downstream,cloudy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",951,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/23/2012,2701,40.9629,40.97655,-121.54715,-121.55455,7920,139.2,3,,,100,0,0,4,Downstream,cloudy,Catostomidae,Cypriniformes,all,spp.,,,sucker,1042,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/23/2012,2701,40.9629,40.97655,-121.54715,-121.55455,7920,139.2,3,,,100,0,0,4,Downstream,cloudy,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,4,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/23/2012,2701,40.9629,40.97655,-121.54715,-121.55455,7920,139.2,3,,,100,0,0,4,Downstream,cloudy,Salmonidae,Salmoniformes,all,spp.,,,trout,180,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/23/2012,2701,40.9629,40.97655,-121.54715,-121.55455,7920,139.2,3,,,100,0,0,4,Downstream,cloudy,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",5,,40.96905,-121.55508
Fall River,Fall River,1,Shasta,7/24/2012,2702,41.1056814,41.1008446,-121.5429186,-121.5270272,7392,122.4,3.4,87.8,12,100,0,0,10,Downstream,cloudy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2586,,41.10509,-121.52124
Fall River,Fall River,1,Shasta,7/24/2012,2702,41.1056814,41.1008446,-121.5429186,-121.5270272,7392,122.4,3.4,87.8,12,100,0,0,10,Downstream,cloudy,Salmonidae,Salmoniformes,all,spp.,,,trout,42,,41.10509,-121.52124
Fall River,Fall River,1,Shasta,7/24/2012,2702,41.1056814,41.1008446,-121.5429186,-121.5270272,7392,122.4,3.4,87.8,12,100,0,0,10,Downstream,cloudy,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,1,,41.10509,-121.52124
Fall River,Fall River,1,Shasta,7/24/2012,2702,41.1056814,41.1008446,-121.5429186,-121.5270272,7392,122.4,3.4,87.8,12,100,0,0,10,Downstream,cloudy,Catostomidae,Cypriniformes,all,spp.,,,sucker,73,,41.10509,-121.52124
Fall River,Fall River,1,Shasta,7/24/2012,2702,41.1056814,41.1008446,-121.5429186,-121.5270272,7392,122.4,3.4,87.8,12,100,0,0,10,Downstream,cloudy,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",1,,41.10509,-121.52124
Fall River,Fall River,2,Shasta,7/25/2012,2703,41.09857,41.09542,-121.50869,-121.51079,4224,157.8,7,,,100,0,0,15,Downstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,2350,,41.10509,-121.52124
Fall River,Fall River,2,Shasta,7/25/2012,2703,41.09857,41.09542,-121.50869,-121.51079,4224,157.8,7,,,100,0,0,15,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",4929,,41.10509,-121.52124
Fall River,Fall River,3,Shasta,7/26/2012,2704,41.09396,41.04354,-121.48220,-121.47246,9504,163.2,5,84.2,14,100,0,0,7,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",751,,41.10509,-121.52124
Fall River,Fall River,3,Shasta,7/26/2012,2704,41.09396,41.04354,-121.48220,-121.47246,9504,163.2,5,84.2,14,100,0,0,7,Downstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,1,,41.10509,-121.52124
Fall River,Fall River,3,Shasta,7/26/2012,2704,41.09396,41.04354,-121.48220,-121.47246,9504,163.2,5,84.2,14,100,0,0,7,Downstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,1312,,41.10509,-121.52124
Fall River,Fall River,3,Shasta,7/26/2012,2704,41.09396,41.04354,-121.48220,-121.47246,9504,163.2,5,84.2,14,100,0,0,7,Downstream,clear sunny,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,3,,41.10509,-121.52124
Rock Creek,Rock Creek below Britton,ROC-112,Shasta,10/9/2012,2705,41.01076,41.01051,121.70471,121.70487,117.5,22.6,0.8,50,10,0,0,100,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",854,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-112,Shasta,10/9/2012,2705,41.01076,41.01051,121.70471,121.70487,117.5,22.6,0.8,50,10,0,0,100,4,Upstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,45,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-212,Shasta,10/9/2012,2705,41.01393,41.01385,121.70627,121.70594,43.5,42.2,0.4,50,10,0,0,100,3,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",971,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-212,Shasta,10/9/2012,2705,41.01393,41.01385,121.70627,121.70594,43.5,42.2,0.4,50,10,0,0,100,3,Upstream,clear sunny,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",121,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-312,Shasta,10/9/2012,2705,41.01734,41.01727,121.70869,121.70863,122.7,28.2,0.5,59,8,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",2195,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-312,Shasta,10/9/2012,2705,41.01734,41.01727,121.70869,121.70863,122.7,28.2,0.5,59,8,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,43,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-312,Shasta,10/9/2012,2705,41.01734,41.01727,121.70869,121.70863,122.7,28.2,0.5,59,8,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",172,,41.02755,-121.71349
Rock Creek,Rock Creek below Britton,ROC-412,Shasta,10/9/2012,2705,41.02004,41.01993,121.70992,121.70994,52.3,32,4,59,8,0,0,100,1,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",707,,41.02755,-121.71349
South Fork Smith River,South Fork Smith River,SOU-112,Del Norte,8/18/2012,2706,41.65115,41.65073,123.84994,123.85092,314.4,53,5.6,77,16,0,100,0,20,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,clarki,clarki,,"trout, cutthroat, coastal",84,,41.79537,124.05749
South Fork Smith River,South Fork Smith River,SOU-112,Del Norte,8/18/2012,2706,41.65115,41.65073,123.84994,123.85092,314.4,53,5.6,77,16,0,100,0,20,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2737,,41.79537,124.05749
South Fork Smith River,South Fork Smith River,SOU-112,Del Norte,8/18/2012,2706,41.65115,41.65073,123.84994,123.85092,314.4,53,5.6,77,16,0,100,0,20,Downstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,1461,,41.79537,124.05749
South Fork Smith River,South Fork Smith River,SOU-112,Del Norte,8/18/2012,2706,41.65115,41.65073,123.84994,123.85092,314.4,53,5.6,77,16,0,100,0,20,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,tshawytscha,,,"salmon, Chinook",17,,41.79537,124.05749
North Fork American River,North Fork of the American River,NOR-112,Placer,9/20/2012,2707,,39.10272,,120.92530,870,,,86,22,100,0,0,10,Upstream,clear sunny,Centrarchidae,Perciformes,Micropterus,dolomieu,,,"bass, smallmouth",886,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-112,Placer,9/20/2012,2707,,39.10272,,120.92530,870,,,86,22,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",24,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-212,Placer,9/25/2012,2708,39.10695,39.10672,120.92402,120.92413,82.8,83.2,3,78.8,,100,0,0,10,Upstream,clear sunny,Centrarchidae,Perciformes,Micropterus,dolomieu,,,"bass, smallmouth",3635,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-212,Placer,9/25/2012,2708,39.10695,39.10672,120.92402,120.92413,82.8,83.2,3,78.8,,100,0,0,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,Ptychocheilus,grandis,,Sacramento,"minnow, pikeminnow, Sacramento",128,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-212,Placer,9/25/2012,2708,39.10695,39.10672,120.92402,120.92413,82.8,83.2,3,78.8,,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",383,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-312,Placer,9/25/2012,2708,39.11175,39.11138,120.91688,120.91726,186.4,109.1,1,84.2,16,0,0,100,5,Upstream,clear sunny,Centrarchidae,Perciformes,Micropterus,dolomieu,,,"bass, smallmouth",821,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-312,Placer,9/25/2012,2708,39.11175,39.11138,120.91688,120.91726,186.4,109.1,1,84.2,16,0,0,100,5,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",227,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-312,Placer,9/25/2012,2708,39.11175,39.11138,120.91688,120.91726,186.4,109.1,1,84.2,16,0,0,100,5,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,28,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-312,Placer,9/25/2012,2708,39.11175,39.11138,120.91688,120.91726,186.4,109.1,1,84.2,16,0,0,100,5,Upstream,clear sunny,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,57,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-412,Placer,9/25/2012,2708,39.11216,39.11213,120.90740,120.90797,132.2,84.1,0.8,84.2,16,0,0,100,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,Ptychocheilus,grandis,,Sacramento,"minnow, pikeminnow, Sacramento",479,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-412,Placer,9/25/2012,2708,39.11216,39.11213,120.90740,120.90797,132.2,84.1,0.8,84.2,16,0,0,100,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",40,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-512,Placer,9/25/2012,2708,39.11688,39.11668,120.89713,120.89906,599.3,59.8,1.6,84.2,16,100,0,0,10,Upstream,clear sunny,Centrarchidae,Perciformes,Micropterus,dolomieu,,,"bass, smallmouth",70,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-512,Placer,9/25/2012,2708,39.11688,39.11668,120.89713,120.89906,599.3,59.8,1.6,84.2,16,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",62,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-512,Placer,9/25/2012,2708,39.11688,39.11668,120.89713,120.89906,599.3,59.8,1.6,84.2,16,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,18,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-512,Placer,9/25/2012,2708,39.11688,39.11668,120.89713,120.89906,599.3,59.8,1.6,84.2,16,100,0,0,10,Upstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,9,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-512,Placer,9/25/2012,2708,39.11688,39.11668,120.89713,120.89906,599.3,59.8,1.6,84.2,16,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",9,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-612,Placer,10/4/2012,2709,39.17876,39.17797,120.77193,120.77257,355,,,66.2,15,100,0,0,15,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",654,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-612,Placer,10/4/2012,2709,39.17876,39.17797,120.77193,120.77257,355,,,66.2,15,100,0,0,15,Downstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,119,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-712,Placer,10/4/2012,2709,39.18375,39.18344,120.76395,120.76516,370,52.7,7.6,66.2,15,100,0,0,20,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",357,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-712,Placer,10/4/2012,2709,39.18375,39.18344,120.76395,120.76516,370,52.7,7.6,66.2,15,100,0,0,20,Downstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,3282,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-712,Placer,10/4/2012,2709,39.18375,39.18344,120.76395,120.76516,370,52.7,7.6,66.2,15,100,0,0,20,Downstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,29,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1012,Placer,9/22/2012,2710,39.17805,39.17914,120.74024,120.74135,443.2,37.7,3.2,80.6,17,100,0,0,10,Upstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,155,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1012,Placer,9/22/2012,2710,39.17805,39.17914,120.74024,120.74135,443.2,37.7,3.2,80.6,17,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",60,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1012,Placer,9/22/2012,2710,39.17805,39.17914,120.74024,120.74135,443.2,37.7,3.2,80.6,17,100,0,0,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,2645,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1112,Placer,9/22/2012,2710,39.17897,39.17896,120.72871,120.72942,207.8,39.8,4.7,64.4,17,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1169,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1112,Placer,9/22/2012,2710,39.17897,39.17896,120.72871,120.72942,207.8,39.8,4.7,64.4,17,100,0,0,15,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,11942,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-812,Placer,9/22/2012,2710,39.18762,39.18768,120.75739,120.75793,144.5,26.2,2.4,80.6,17,100,0,0,10,Upstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,183,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-812,Placer,9/22/2012,2710,39.18762,39.18768,120.75739,120.75793,144.5,26.2,2.4,80.6,17,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2339,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-812,Placer,9/22/2012,2710,39.18762,39.18768,120.75739,120.75793,144.5,26.2,2.4,80.6,17,100,0,0,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,2375,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-812,Placer,9/22/2012,2710,39.18762,39.18768,120.75739,120.75793,144.5,26.2,2.4,80.6,17,100,0,0,10,Upstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,804,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-912,Placer,9/22/2012,2710,39.18414,39.18423,120.74844,120.74866,82.4,28.5,1.1,80.6,17,100,0,0,7,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",641,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1212,Placer,9/21/2012,2711,39.17991,39.17942,120.72646,120.72709,280,34.8,1.9,68,15,100,0,0,15,Upstream,scattered clouds,,,all,,,,Not Listed/Provided/Applicable,57,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1212,Placer,9/21/2012,2711,39.17991,39.17942,120.72646,120.72709,280,34.8,1.9,68,15,100,0,0,15,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",189,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1212,Placer,9/21/2012,2711,39.17991,39.17942,120.72646,120.72709,280,34.8,1.9,68,15,100,0,0,15,Upstream,scattered clouds,Cyprinidae,Cypriniformes,all,spp.,,,minnow,585,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1312,Placer,9/21/2012,2711,39.18469,39.18467,120.71677,120.71760,260,37.7,1.2,68,15,100,0,0,15,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",41,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1312,Placer,9/21/2012,2711,39.18469,39.18467,120.71677,120.71760,260,37.7,1.2,68,15,100,0,0,15,Upstream,scattered clouds,Cyprinidae,Cypriniformes,all,spp.,,,minnow,650,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1412,Placer,9/21/2012,2711,39.18964,39.18942,120.71133,120.71130,85.3,48.8,2.4,80.6,17,0,100,0,15,Downstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,124,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1412,Placer,9/21/2012,2711,39.18964,39.18942,120.71133,120.71130,85.3,48.8,2.4,80.6,17,0,100,0,15,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1114,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1412,Placer,9/21/2012,2711,39.18964,39.18942,120.71133,120.71130,85.3,48.8,2.4,80.6,17,0,100,0,15,Downstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,1362,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1512,Placer,9/23/2012,2713,39.19466,39.19471,120.70302,120.70321,71.2,105.1,0.4,64.4,15,0,0,100,5,Upstream,overcast,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2670,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1512,Placer,9/23/2012,2713,39.19466,39.19471,120.70302,120.70321,71.2,105.1,0.4,64.4,15,0,0,100,5,Upstream,overcast,Cyprinidae,Cypriniformes,all,spp.,,,minnow,12384,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1512,Placer,9/23/2012,2713,39.19466,39.19471,120.70302,120.70321,71.2,105.1,0.4,64.4,15,0,0,100,5,Upstream,overcast,Catostomidae,Cypriniformes,all,spp.,,,sucker,1112,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1612,Placer,9/23/2012,2713,39.20112,39.20049,120.69526,120.69591,207,48.9,1.5,64.4,15,100,0,0,10,Upstream,scattered clouds,,,all,,,,Not Listed/Provided/Applicable,383,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1612,Placer,9/23/2012,2713,39.20112,39.20049,120.69526,120.69591,207,48.9,1.5,64.4,15,100,0,0,10,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",77,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1612,Placer,9/23/2012,2713,39.20112,39.20049,120.69526,120.69591,207,48.9,1.5,64.4,15,100,0,0,10,Upstream,scattered clouds,Cyprinidae,Cypriniformes,all,spp.,,,minnow,7270,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1712,Placer,9/23/2012,2713,39.20412,39.20421,120.68684,120.68734,148.5,41.3,1.5,84.2,17,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1813,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1712,Placer,9/23/2012,2713,39.20412,39.20421,120.68684,120.68734,148.5,41.3,1.5,84.2,17,100,0,0,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,2133,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1712,Placer,9/23/2012,2713,39.20412,39.20421,120.68684,120.68734,148.5,41.3,1.5,84.2,17,100,0,0,10,Upstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,71,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1812,Placer,10/1/2012,2714,39.20037,39.20036,120.63584,120.63678,257,52.42,1.9,80.6,17,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",842,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1812,Placer,10/1/2012,2714,39.20037,39.20036,120.63584,120.63678,257,52.42,1.9,80.6,17,100,0,0,15,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,1602,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-1912,Placer,10/1/2012,2714,39.20182,39.20161,120.62463,120.62528,225.5,28.5,1,80.6,17,0,0,100,7,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",843,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2012,Placer,10/3/2012,2715,39.20263,39.20255,120.61327,120.61381,175.9,45.7,1,57.2,14,100,0,0,8,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",931,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2012,Placer,10/3/2012,2715,39.20263,39.20255,120.61327,120.61381,175.9,45.7,1,57.2,14,100,0,0,8,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,330,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2112,Placer,10/3/2012,2715,39.20735,39.20715,120.60520,120.60595,225.9,41.6,1.1,57.2,14,100,0,0,8,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",444,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2112,Placer,10/3/2012,2715,39.20735,39.20715,120.60520,120.60595,225.9,41.6,1.1,57.2,14,100,0,0,8,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,234,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2212,Placer,10/3/2012,2715,39.21221,39.21205,120.59954,120.59978,60.7,25.1,0.7,57.2,14,0,0,100,6,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",609,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2312,Placer,10/2/2012,2716,39.21159,39.21171,120.59316,120.59412,279,26.9,1,62.6,16,0,0,100,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",303,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2312,Placer,10/2/2012,2716,39.21159,39.21171,120.59316,120.59412,279,26.9,1,62.6,16,0,0,100,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,322,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2412,Placer,10/2/2012,2716,39.21308,39.21320,120.58270,120.58400,405,60.3,2,62.6,16,100,0,0,15,Upstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,78,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2412,Placer,10/2/2012,2716,39.21308,39.21320,120.58270,120.58400,405,60.3,2,62.6,16,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",313,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2412,Placer,10/2/2012,2716,39.21308,39.21320,120.58270,120.58400,405,60.3,2,62.6,16,100,0,0,15,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,417,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2512,Placer,10/2/2012,2716,39.21465,39.21471,120.57132,120.57187,142.7,89.2,0.6,80.6,16,100,0,0,5,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",333,,39.21278,-120.57894
North Fork American River,North Fork of the American River,NOR-2512,Placer,10/2/2012,2716,39.21465,39.21471,120.57132,120.57187,142.7,89.2,0.6,80.6,16,100,0,0,5,Upstream,clear sunny,Cyprinidae,Cypriniformes,all,spp.,,,minnow,629,,39.21278,-120.57894
