USGS Water name,Common water Name,Section number 2,County,Survey date,Survey Record,Upstream Survey Latitude,Dowstream Survey Latitude,Upstream Survey Longitude,Downstream Survey Longitude,Section length (ft),Average wetted width (ft),Average water depth (ft),Air temperature (F),Water temperature (C),Flatwater %,Pool %,Riffle %,Water clarity (ft),Survey direction,Weather,Family,Order,Genus,Species,Sub-species,Strain,Fish name,Estimated density (fish/mi),Survey notes,Water Latitude,Water Longitude
Lassen Creek,Lassen Creek,LAS-15,Modoc,7/13/2010,2517,41.77974,41.78010,120.28337,120.28342,83,12.9,0.4,,19,100,0,0,2,Upstream,clear and windy,Petromyzontidae,Petromyzontiformes,Lampetra,spp.,,,lamprey,64,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-23,Modoc,7/13/2010,2517,41.78494,41.78524,120.28556,120.28582,189.2,8.1,2.7,75.2,18,100,0,0,3,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",809,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-31,Modoc,7/13/2010,2517,41.79007,41.79075,120.28549,120.28561,235,13.7,1.4,86,20,80,20,0,2,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",315,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-39,Modoc,7/13/2010,2517,41.79628,41.79679,120.28577,120.28554,254.2,10.2,1.1,82.4,21,80,20,0,3,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",125,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-47,Modoc,7/13/2010,2517,41.80187,41.80221,120.28166,120.28122,188.7,10.4,0.6,84.2,20,100,0,0,5,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",336,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-55,Modoc,7/13/2010,2517,41.80802,41.80770,120.28187,120.28181,162,11.8,1.1,87.8,17,65,35,0,4,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",130,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-63,Modoc,7/13/2010,2517,41.81185,41.81222,120.28530,120.28557,213,11.1,1,75.2,16,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",273,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-7,Modoc,7/13/2010,2517,41.77451,41.77489,120.27989,120.27999,149.4,10.3,0.4,,,35,0,65,1,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",318,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-82,Modoc,7/13/2010,2517,41.82467,41.82516,120.29446,120.29449,206.1,10.3,0.8,68,15,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,Goose Lake,"trout, redband, Goose Lake",154,,41.89107,-120.36381
Lassen Creek,Lassen Creek,LAS-90,Modoc,7/13/2010,2517,41.82996,41.83021,120.29845,120.29832,78.4,12.8,0.8,68,15,100,0,0,2,Upstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,,,41.89107,-120.36381
Pauley Creek,Pauley Creek,PAU110,Sierra,8/16/2010,2518,39.56956,39.56929,120.82068,120.82108,165,31.2,0.7,,,40,0,60,3,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",288,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU210,Sierra,8/16/2010,2518,39.57373,39.57366,120.81661,120.81705,147,26.9,1.3,71.6,13,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1580,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU310,Sierra,8/19/2010,2519,39.57928,39.57913,120.81264,120.81316,103.9,35.7,0.9,59,12,0,0,100,3,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",305,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU410,Sierra,8/19/2010,2519,39.58022,39.57997,120.81163,120.81181,74,17.1,1.6,59,12,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1142,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU510,Sierra,8/19/2010,2519,39.58157,39.58143,120.80965,120.80994,10.1,17,3.3,69.8,13,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1584,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU610,Sierra,8/19/2010,2519,39.58455,39.58424,120.81020,120.81005,112,19.4,2.4,67,14.4,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1744,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU710,Sierra,8/19/2010,2519,39.58529,39.58517,120.80932,120.80941,47,30,2.7,75,15,100,0,0,20,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1460,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU810,Sierra,8/19/2010,2519,39.58628,39.58618,120.80743,120.80749,50.1,22.9,0.8,70,14,0,0,100,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",528,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU910,Sierra,8/19/2010,2519,,39.58631,,120.80674,110,37.5,12,74,14,0,100,0,20,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3840,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1010,Sierra,8/17/2010,2520,39.59298,39.59236,120.79768,120.79798,261,33.8,1,59,10,0,0,100,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1113,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1110,Sierra,8/17/2010,2520,39.59415,39.59400,120.79717,120.79732,107.4,16.1,2.6,59,10,0,100,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2862,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1210,Sierra,8/17/2010,2520,39.59421,39.59451,120.79628,120.79675,145,23,1.3,66.2,14,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1821,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1310,Sierra,8/17/2010,2520,39.59249,39.59311,120.79477,120.79491,67.4,19.3,3.1,66.2,14,0,100,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1734,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1410,Sierra,8/18/2010,2521,39.60298,39.60288,120.74960,120.74988,49.9,53.5,0.7,72,11,0,0,100,2,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1267,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1510,Sierra,8/18/2010,2521,39.60498,39.60463,120.74855,120.74852,198,23.5,1.9,76,12,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2240,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1610,Sierra,8/18/2010,2521,39.60987,39.60977,120.74841,120.74870,83,29.8,0.9,76,12,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3053,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1710,Sierra,8/18/2010,2521,39.61324,39.61293,120.74584,120.74619,100,26.9,1.4,76,12,100,0,0,10,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3010,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1810,Sierra,8/18/2010,2521,39.61495,39.61475,120.74437,120.74458,119,29.7,0.8,,,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",887,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU1910,Sierra,8/18/2010,2521,39.61596,39.61593,120.74392,120.74385,32.9,18.5,1.4,62.6,10,0,100,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1120,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2010,Sierra,8/18/2010,2521,39.61674,39.61661,120.74321,120.74268,31.5,28.3,3,78.8,12,0,100,0,10,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",5940,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2110,Sierra,8/18/2010,2521,39.61665,39.61678,120.74226,120.74247,55,33.3,2.1,78,7,100,0,0,8,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2880,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2210,Sierra,8/18/2010,2521,39.61710,39.61679,120.74152,120.74145,55.6,26.6,2.8,71.6,10,0,100,0,15,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3017,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2310,Sierra,9/22/2010,2522,39.62064,39.62045,120.73051,120.73084,130.2,28.9,1,50,8,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",162,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2410,Sierra,9/22/2010,2522,39.62249,39.62237,120.72580,120.72608,110,26.4,1.3,50,8,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1968,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2510,Sierra,9/22/2010,2522,39.62900,39.62858,120.72436,120.72448,188.3,20.3,0.9,60.8,10,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",702,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2610,Sierra,9/22/2010,2522,39.63384,39.63379,120.71745,120.71762,52,24.7,2.7,,,0,100,0,15,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1320,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2710,Sierra,9/21/2010,2523,39.64256,39.64264,120.70991,120.70988,54,17.9,1.3,64.4,7,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",0,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2810,Sierra,9/21/2010,2523,39.64538,39.64510,120.71024,120.70991,140,18.8,0.6,55.4,9,100,0,0,5,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",0,Zero fish observed.,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU2910,Sierra,9/21/2010,2523,39.65017,39.64977,120.71117,120.71082,192.8,23.4,0.4,59,10,100,0,0,8,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",137,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU3010,Sierra,9/23/2010,2524,39.65509,39.65502,120.71107,120.71124,68.9,15,0.9,62.6,12,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",842,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU3110,Sierra,9/23/2010,2524,39.66259,39.66263,120.71173,120.71158,92.3,12.3,1,71.6,10,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",631,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU3210,Sierra,9/23/2010,2524,39.66504,39.66490,120.71047,120.71059,71.5,13.8,0.5,48.2,6,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",0,Zero fish observed.,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU3310,Sierra,9/23/2010,2524,39.66865,39.66866,120.70668,120.70666,24,9,1.1,46.4,7,0,100,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",220,,39.56965,-120.82248
Pauley Creek,Pauley Creek,PAU3410,Sierra,9/23/2010,2524,39.67179,39.67159,120.70337,120.70346,66.8,9.9,0.5,,10,100,0,0,6,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",0,Zero fish observed.,39.56965,-120.82248
,East Fork of the San Gabriel River,EAS-110,Los Angeles,8/26/2010,2525,34.24458,34.24434,117.76061,117.76067,100,37.7,0.8,91.4,19,100,0,0,10,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3221,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-110,Los Angeles,8/26/2010,2525,34.24458,34.24434,117.76061,117.76067,100,37.7,0.8,91.4,19,100,0,0,10,Upstream,clear sunny,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",528,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-110,Los Angeles,8/26/2010,2525,34.24458,34.24434,117.76061,117.76067,100,37.7,0.8,91.4,19,100,0,0,10,Upstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",1214,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-210,Los Angeles,8/26/2010,2525,34.25152,34.25118,117.75946,117.75920,137,27.2,0.8,86,20,50,0,50,6,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1850,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-210,Los Angeles,8/26/2010,2525,34.25152,34.25118,117.75946,117.75920,137,27.2,0.8,86,20,50,0,50,6,Upstream,clear sunny,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",1195,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-210,Los Angeles,8/26/2010,2525,34.25152,34.25118,117.75946,117.75920,137,27.2,0.8,86,20,50,0,50,6,Upstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",2582,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-310,Los Angeles,8/26/2010,2525,34.25550,34.25530,117.75925,117.75957,144,20.8,1,80.6,20,100,0,0,7,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1650,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-310,Los Angeles,8/26/2010,2525,34.25550,34.25530,117.75925,117.75957,144,20.8,1,80.6,20,100,0,0,7,Upstream,scattered clouds,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",953,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-310,Los Angeles,8/26/2010,2525,34.25550,34.25530,117.75925,117.75957,144,20.8,1,80.6,20,100,0,0,7,Upstream,scattered clouds,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",1870,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-410,Los Angeles,8/26/2010,2525,34.25770,34.25766,117.75382,117.75433,172,31,0.6,80.6,20,100,0,0,10,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2793,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-410,Los Angeles,8/26/2010,2525,34.25770,34.25766,117.75382,117.75433,172,31,0.6,80.6,20,100,0,0,10,Upstream,scattered clouds,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",2149,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-410,Los Angeles,8/26/2010,2525,34.25770,34.25766,117.75382,117.75433,172,31,0.6,80.6,20,100,0,0,10,Upstream,scattered clouds,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",2425,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-510,Los Angeles,8/26/2010,2525,34.25902,34.25891,117.74674,117.72684,62,18.4,1.1,,,100,0,0,6,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2555,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-510,Los Angeles,8/26/2010,2525,34.25902,34.25891,117.74674,117.72684,62,18.4,1.1,,,100,0,0,6,Upstream,scattered clouds,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",1788,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-510,Los Angeles,8/26/2010,2525,34.25902,34.25891,117.74674,117.72684,62,18.4,1.1,,,100,0,0,6,Upstream,scattered clouds,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",2385,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-610,Los Angeles,8/26/2010,2525,34.26450,34.26380,117.74734,117.74734,245,28.3,0.6,84.2,22,0,0,100,3,Upstream,cloudy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1487,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-610,Los Angeles,8/26/2010,2525,34.26450,34.26380,117.74734,117.74734,245,28.3,0.6,84.2,22,0,0,100,3,Upstream,cloudy,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",1444,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-610,Los Angeles,8/26/2010,2525,34.26450,34.26380,117.74734,117.74734,245,28.3,0.6,84.2,22,0,0,100,3,Upstream,cloudy,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",1207,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-710,Los Angeles,8/26/2010,2525,34.27415,34.27374,117.75000,117.74924,261.2,35.4,0.4,84.2,22,0,0,100,6,Upstream,cloudy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",2992,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-710,Los Angeles,8/26/2010,2525,34.27415,34.27374,117.75000,117.74924,261.2,35.4,0.4,84.2,22,0,0,100,6,Upstream,cloudy,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",1354,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-710,Los Angeles,8/26/2010,2525,34.27415,34.27374,117.75000,117.74924,261.2,35.4,0.4,84.2,22,0,0,100,6,Upstream,cloudy,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",3295,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-1010,Los Angeles,8/27/2010,2526,34.28652,34.28595,117.74428,117.74489,194.7,17.8,1.2,80.6,18,100,0,0,3,Upstream,scattered clouds,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",759,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-1110,Los Angeles,8/27/2010,2526,34.29245,34.29248,117.74310,117.74361,132.8,25.1,1,,,100,0,0,5,Upstream,clear and windy,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1630,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-1210,Los Angeles,8/27/2010,2526,34.29581,34.29583,117.74113,117.74120,35.5,18.4,0.9,,18,100,0,0,4,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",446,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-810,Los Angeles,8/27/2010,2526,34.27961,34.27947,117.75390,117.75414,96,26.4,1.4,68,,100,0,0,6,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",1870,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-810,Los Angeles,8/27/2010,2526,34.27961,34.27947,117.75390,117.75414,96,26.4,1.4,68,,100,0,0,6,Upstream,clear sunny,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",825,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-810,Los Angeles,8/27/2010,2526,34.27961,34.27947,117.75390,117.75414,96,26.4,1.4,68,,100,0,0,6,Upstream,clear sunny,Catostomidae,Cypriniformes,Catostomus,santaanae,,,"sucker, Santa Ana",1650,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-910,Los Angeles,8/27/2010,2526,34.28326,34.28324,117.74749,117.74773,89.7,19.3,2,,,50,50,0,8,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",3532,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-1310,Los Angeles,8/31/2010,2527,34.33265,34.33253,117.72467,117.72449,100.9,8.5,0.5,77,14,100,0,0,3,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",209,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-1410,Los Angeles,8/31/2010,2527,34.33731,34.33711,117.72635,117.72632,87.5,8.7,0.6,,,0,0,100,3,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",241,,34.26371,-117.74455
,East Fork of the San Gabriel River,EAS-1510,Los Angeles,8/31/2010,2527,34.34363,34.34353,117.72748,117.72776,101.4,11.3,0.4,75.2,14,100,0,0,5,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",417,,34.26371,-117.74455
Hat Creek,Hat Creek,1,Shasta,7/22/2010,2529,40.9629,40.97655,-121.54715,-121.55455,8976,121,2.8,,,100,0,0,5,Downstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,4591,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/22/2010,2529,40.9629,40.97655,-121.54715,-121.55455,8976,121,2.8,,,100,0,0,5,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1989,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/22/2010,2529,40.9629,40.97655,-121.54715,-121.55455,8976,121,2.8,,,100,0,0,5,Downstream,clear sunny,Cyprinidae,Cypriniformes,Rhinichthys,osculus,,,"minnow, dace, speckled",18,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/22/2010,2529,40.9629,40.97655,-121.54715,-121.55455,8976,121,2.8,,,100,0,0,5,Downstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,791,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/22/2010,2529,40.9629,40.97655,-121.54715,-121.55455,8976,121,2.8,,,100,0,0,5,Downstream,clear sunny,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,11,,40.96905,-121.55508
Hat Creek,Hat Creek,1,Shasta,7/22/2010,2529,40.9629,40.97655,-121.54715,-121.55455,8976,121,2.8,,,100,0,0,5,Downstream,clear sunny,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",3,,40.96905,-121.55508
Hat Creek,Hat Creek,2,Shasta,7/29/2010,2530,40.97657,40.98895,121.55677,121.57506,7920,119,2.2,89.6,16,100,0,0,2,Downstream,clear sunny,,,all,,,,Not Listed/Provided/Applicable,81,,40.96905,-121.55508
Hat Creek,Hat Creek,2,Shasta,7/29/2010,2530,40.97657,40.98895,121.55677,121.57506,7920,119,2.2,89.6,16,100,0,0,2,Downstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1309,,40.96905,-121.55508
Hat Creek,Hat Creek,2,Shasta,7/29/2010,2530,40.97657,40.98895,121.55677,121.57506,7920,119,2.2,89.6,16,100,0,0,2,Downstream,clear sunny,Salmonidae,Salmoniformes,all,spp.,,,trout,101,,40.96905,-121.55508
Hat Creek,Hat Creek,2,Shasta,7/29/2010,2530,40.97657,40.98895,121.55677,121.57506,7920,119,2.2,89.6,16,100,0,0,2,Downstream,clear sunny,Catostomidae,Cypriniformes,all,spp.,,,sucker,306,,40.96905,-121.55508
Hat Creek,Hat Creek,2,Shasta,7/29/2010,2530,40.97657,40.98895,121.55677,121.57506,7920,119,2.2,89.6,16,100,0,0,2,Downstream,clear sunny,Cottidae,Scorpaeniformes,all,spp.,,,sculpin,7,,40.96905,-121.55508
Hat Creek,Hat Creek,2,Shasta,7/29/2010,2530,40.97657,40.98895,121.55677,121.57506,7920,119,2.2,89.6,16,100,0,0,2,Downstream,clear sunny,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",4,,40.96905,-121.55508
Fitzhugh Creek,Fitzhugh Creek,FIT-110,Modoc,6/24/2010,2531,41.37378,41.37694,120.38380,120.38531,1161.6,,,,12.2,0,0,0,,,overcast,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",18,,41.32155,-120.72819
Fitzhugh Creek,Fitzhugh Creek,FIT-110,Modoc,6/24/2010,2531,41.37378,41.37694,120.38380,120.38531,1161.6,,,,12.2,0,0,0,,,overcast,Salmonidae,Salmoniformes,Salmo,trutta,,,"trout, brown",5,,41.32155,-120.72819
,,PRA-110,Los Angeles,8/31/2010,2532,34.34352,34.34372,117.72652,117.72670,105,9.6,0.5,75.2,14,100,0,0,2,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,irideus,,"trout, rainbow, coastal",201,,,
South Fork San Joaquin River,South Fork San Joaquin,SOU-110,Fresno,9/9/2010,2533,37.22466,37.22496,118.86438,118.86485,154.1,45.2,1.6,77,10,100,0,0,15,Upstream,clear sunny,Salmonidae,Salmoniformes,Oncorhynchus,mykiss,,,"trout, rainbow",1028,,37.369,-118.98926
